6972	-0.06	-0.07	1.03	2.77	15.69	-0.30	0.54	14.24	
7505	-0.04	-0.03	0.97	0.57	-6.68	0.37	0.54	13.91	
8036	-0.03	-0.04	0.99	3.01	3.30	0.37	0.54	14.19	
8569	0.01	-0.02	0.97	2.77	-7.08	0.73	0.53	14.15	
9100	-0.09	-0.04	0.96	-1.01	0.37	0.37	0.55	14.19	
9633	-0.07	-0.04	1.00	0.57	-9.40	-0.18	0.54	14.19	
10164	-0.21	-0.06	0.94	1.48	-7.72	0.06	0.54	13.86	
10696	-0.05	-0.05	1.05	1.73	3.76	-0.30	0.54	13.91	
11232	-0.22	-0.06	0.97	-14.02	-47.62	-9.76	0.54	14.05	
11765	0.03	-0.05	0.97	-2.29	1.31	-0.67	0.54	14.43	
12296	0.02	-0.05	0.96	0.82	1.67	0.37	0.54	14.34	
12828	-0.01	-0.06	1.00	0.64	2.17	0.12	0.54	14.43	
13360	-0.01	-0.02	1.00	0.20	0.35	0.18	0.54	14.05	
13892	-0.11	0.02	0.96	-4.13	-11.78	-1.16	0.54	14.19	
14425	0.02	-0.01	0.97	-0.04	-1.70	-0.18	0.55	14.24	
14956	-0.02	-0.09	1.01	-0.40	-2.81	-0.67	0.54	14.15	
15489	-0.09	-0.13	1.10	1.55	-6.41	1.40	0.53	14.19	
16020	-0.02	-0.06	0.99	0.09	1.00	-0.06	0.57	14.39	
16557	0.06	-0.08	1.04	0.08	-10.62	-0.61	0.55	14.15	
17088	0.10	-0.09	1.03	0.26	2.54	0.86	0.54	13.91	
17621	-0.02	-0.06	1.01	0.51	0.25	0.00	0.53	14.24	
18152	-0.00	-0.06	0.98	0.70	0.68	-0.06	0.55	14.24	
18685	-0.01	-0.06	1.00	0.45	0.06	-0.12	0.57	14.19	
19217	-0.01	-0.06	1.00	0.02	0.54	-0.12	0.55	14.05	
19749	-0.02	-0.06	0.98	0.70	1.17	0.18	0.55	14.24	
20281	-0.03	-0.08	1.00	0.02	0.55	0.31	0.54	14.19	
20814	-0.03	-0.06	0.98	0.39	-0.48	-0.06	0.54	14.24	
21345	-0.02	-0.07	1.00	0.32	0.17	-0.18	0.54	14.00	
21882	0.00	-0.05	0.96	0.08	2.00	0.18	0.54	14.05	
22413	0.31	-0.06	0.85	-6.20	-11.55	-0.85	0.54	14.58	
22946	0.04	-0.07	0.97	0.08	2.14	0.37	0.54	14.19	
23477	-0.01	-0.07	1.00	0.09	0.25	-0.18	0.54	14.24	
24010	-0.02	-0.07	0.99	0.08	0.78	-0.12	0.54	14.00	
24541	-0.01	-0.07	1.00	0.26	0.04	0.12	0.54	14.00	
25073	-0.01	-0.07	1.01	0.33	0.41	-0.18	0.54	14.05	
25605	-0.02	-0.07	1.00	0.21	0.36	0.18	0.54	14.15	
26137	-0.01	-0.06	1.00	0.14	0.24	-0.12	0.54	14.15	
26669	-0.02	-0.06	0.98	0.02	0.55	-0.12	0.54	14.15	
27205	-0.01	-0.06	1.00	0.33	0.14	-0.06	0.54	14.34	
27737	-0.01	-0.07	1.00	0.64	0.27	0.18	0.54	14.43	
28269	-0.01	-0.06	1.00	0.20	0.10	0.18	0.54	14.00	
28801	-0.01	-0.06	1.00	0.57	0.44	0.12	0.54	14.24	
29333	-0.01	-0.06	1.00	0.57	0.37	-0.06	0.54	14.24	
29865	-0.00	-0.06	0.98	0.09	0.31	0.12	0.54	14.24	
30397	-0.02	-0.07	1.00	0.39	0.32	0.25	0.54	14.34	
30939	-0.01	-0.06	0.99	0.63	0.91	0.37	0.54	14.15	
31471	-0.03	-0.04	1.02	0.39	0.27	0.12	0.54	14.43	
32003	-0.01	-0.07	1.00	0.15	0.31	0.00	0.54	14.24	
32539	-0.01	-0.07	1.00	0.51	0.50	0.12	0.54	14.24	
33071	-0.01	-0.07	1.00	0.45	0.25	0.18	0.54	14.24	
33603	-0.02	-0.07	0.98	0.88	0.45	0.25	0.54	14.34	
34135	-0.01	-0.07	1.00	0.45	0.39	-0.12	0.54	14.39	
34667	-0.01	-0.07	1.00	0.45	0.55	0.06	0.54	14.19	
35199	-0.01	-0.07	1.00	0.33	0.24	-0.06	0.54	14.15	
35731	-0.02	-0.07	1.01	0.45	0.49	0.31	0.54	14.19	
36263	0.13	-0.22	1.15	7.53	15.16	-0.24	0.54	14.34	
36795	-0.02	-0.06	1.01	0.27	0.36	0.00	0.54	14.15	
37328	-0.02	-0.07	1.00	0.51	0.14	-0.06	0.54	14.34	
37863	-0.02	-0.06	1.00	0.02	0.35	0.18	0.54	14.05	
38395	-0.27	-0.14	0.97	1.18	-5.73	-1.71	0.54	14.19	
38927	-0.02	-0.06	0.99	0.33	0.13	0.18	0.54	14.19	
39460	-0.01	-0.06	1.00	0.27	0.02	0.18	0.54	14.39	
39991	-0.02	-0.06	0.99	0.09	-0.05	0.18	0.54	14.24	
40524	-0.01	-0.07	0.99	0.45	0.63	0.06	0.54	14.34	
41056	-0.02	-0.07	1.00	0.70	0.68	0.31	0.54	14.24	
41588	-0.03	-0.06	1.00	0.15	-0.17	-0.12	0.54	14.24	
42120	-0.01	-0.07	1.00	0.39	-0.06	0.12	0.54	14.15	
42656	0.01	0.00	0.93	0.88	2.26	0.12	0.54	14.19	
43188	-0.00	-0.07	0.99	0.33	0.37	0.06	0.54	14.24	
43719	-0.01	-0.07	1.01	0.39	0.44	-0.06	0.54	14.24	
44252	0.02	-0.07	1.01	-0.10	-0.47	-0.18	0.54	14.34	
44783	-0.02	-0.07	1.00	0.27	-0.46	0.00	0.54	14.43	
45316	-0.04	-0.06	1.01	-0.04	-0.54	-0.12	0.54	14.24	
45847	-0.01	-0.07	1.00	0.45	0.86	0.12	0.54	14.24	
46380	-0.01	-0.07	1.00	0.63	0.85	-0.18	0.54	14.15	
46911	-0.01	-0.07	1.01	0.51	0.06	0.00	0.54	14.15	
47444	-0.01	-0.07	0.99	0.39	0.55	0.18	0.54	14.15	
47979	-0.02	-0.07	1.00	0.21	0.51	-0.06	0.54	14.34	
48511	-0.01	-0.07	1.00	0.27	0.24	-0.12	0.54	14.15	
49043	-0.02	-0.07	1.00	0.52	0.33	0.00	0.54	14.43	
49575	0.01	-0.07	0.99	-0.16	2.12	-0.18	0.54	14.05	
50107	-0.01	-0.05	0.99	-0.10	-0.17	0.06	0.54	14.24	
50639	-0.01	-0.06	1.00	0.58	0.39	-0.06	0.54	14.34	
51171	-0.01	-0.06	0.99	0.45	0.02	0.06	0.54	14.39	
51703	-0.01	-0.07	1.00	0.70	0.29	0.06	0.54	14.58	
52235	-0.01	-0.06	1.00	0.45	0.54	0.12	0.54	14.05	
52767	-0.01	-0.07	1.00	0.27	0.31	0.12	0.54	14.19	
53303	-0.01	-0.07	0.99	0.45	0.43	-0.12	0.54	14.15	
53835	-0.02	-0.07	1.00	0.39	0.39	0.06	0.54	14.34	
54367	-0.01	-0.07	0.99	0.33	0.43	0.00	0.54	14.15	
54898	-0.01	-0.07	1.00	0.39	0.21	-0.12	0.54	14.39	
55431	-0.01	-0.08	1.00	0.27	0.02	0.25	0.54	14.34	
55962	-0.01	-0.06	1.00	0.39	0.25	0.06	0.54	14.24	
56495	-0.02	-0.07	1.00	0.45	-0.17	0.06	0.54	14.24	
57026	-0.01	-0.07	1.00	0.21	0.19	-0.18	0.54	14.24	
57559	-0.02	-0.07	0.99	0.45	0.55	0.43	0.54	14.19	
58090	-0.01	-0.08	1.01	0.33	0.32	-0.06	0.54	14.34	
58637	-0.02	-0.07	1.00	0.46	0.52	0.00	0.54	14.43	
59169	-0.01	-0.06	1.01	0.69	-0.12	0.06	0.54	14.15	
59701	-0.01	-0.07	0.99	0.51	0.06	0.18	0.54	14.15	
60232	-0.01	-0.07	0.99	0.51	0.37	0.00	0.54	14.24	
60765	-0.01	-0.07	1.00	0.27	0.25	0.18	0.54	14.19	
61308	-0.02	-0.06	0.99	0.39	-0.04	0.06	0.54	14.34	
61840	-0.02	-0.07	0.98	0.39	0.14	-0.12	0.54	14.34	
62373	-0.01	-0.09	1.01	0.70	0.13	0.00	0.54	14.24	
62904	0.00	-0.06	0.97	-0.10	-0.36	-0.06	0.54	14.24	
63448	-0.02	-0.06	0.98	0.09	0.20	-0.24	0.54	14.34	
63983	-0.02	-0.06	0.99	0.51	-0.53	0.00	0.54	14.34	
64516	-0.03	-0.08	1.00	0.21	-0.24	0.12	0.54	14.24	
65047	-0.02	-0.07	0.99	0.45	0.19	0.31	0.54	14.24	
65580	-0.02	-0.07	1.00	0.45	0.32	-0.06	0.54	14.34	
66111	-0.02	-0.06	1.00	0.45	-0.04	-0.06	0.54	14.34	
66644	-0.01	-0.07	0.99	1.18	2.26	0.12	0.54	14.19	
67175	-0.01	-0.07	1.01	0.21	0.31	0.12	0.53	14.19	
67707	-0.02	-0.07	1.00	0.09	0.03	0.06	0.53	14.43	
68239	-0.01	-0.07	1.00	0.15	0.19	-0.06	0.53	14.24	
68771	-0.02	-0.07	1.00	0.15	0.19	0.06	0.53	14.24	
69307	-0.02	-0.06	1.00	0.33	0.09	-0.24	0.53	14.43	
69839	-0.01	-0.07	0.99	0.39	0.50	0.12	0.53	14.24	
70370	-0.02	-0.07	1.00	0.15	0.31	0.12	0.53	14.19	
70903	-0.02	-0.07	0.99	0.27	0.12	0.06	0.53	14.15	
71434	-0.01	-0.05	0.98	0.21	0.79	0.18	0.53	14.15	
71967	-0.02	-0.07	0.99	0.45	0.32	0.00	0.53	14.34	
72498	-0.01	-0.07	0.99	0.39	0.37	-0.06	0.53	14.24	
73030	-0.15	-0.01	1.14	2.04	-1.58	-0.79	0.53	14.24	
73562	-0.02	-0.06	0.99	0.21	0.50	-0.12	0.53	14.24	
74093	-0.02	-0.07	1.00	0.45	0.13	-0.18	0.53	14.24	
74630	0.05	-0.05	0.93	0.27	-3.94	-0.30	0.53	14.39	
75161	-0.02	-0.07	0.99	0.33	0.25	0.00	0.53	14.19	
75694	-0.02	-0.07	1.00	0.33	0.20	0.06	0.53	14.34	
76225	-0.02	-0.07	1.00	0.33	0.37	0.31	0.53	14.19	
76758	-0.01	-0.07	0.99	0.46	0.35	0.12	0.53	14.53	
77289	-0.01	-0.06	0.99	0.82	0.49	-0.18	0.53	14.19	
77822	-0.02	-0.07	0.99	0.39	0.32	-0.06	0.53	14.34	
78353	-0.03	-0.07	1.00	0.46	-0.14	0.18	0.53	14.58	
78886	-0.02	-0.07	1.00	0.45	0.49	0.00	0.53	14.19	
79417	-0.02	-0.07	1.00	0.33	0.32	-0.06	0.53	14.34	
79953	-0.03	-0.06	0.99	0.58	-0.47	-0.24	0.53	14.34	
80485	-0.02	-0.07	1.00	0.15	0.15	0.31	0.53	14.43	
81018	-0.02	-0.07	1.00	0.45	0.25	0.00	0.53	14.24	
81549	-0.02	-0.07	1.00	0.33	0.06	-0.06	0.53	14.19	
82082	-0.00	-0.10	0.99	-0.04	0.51	0.18	0.53	14.34	
82613	-0.00	-0.09	0.98	0.27	0.63	0.12	0.53	14.34	
83146	-0.01	-0.07	0.99	0.45	0.19	0.12	0.53	14.24	
83677	-0.02	-0.08	1.00	0.58	0.03	0.12	0.53	14.43	
84209	-0.03	-0.07	1.00	0.14	-0.19	-0.06	0.53	14.15	
84741	-0.03	-0.07	1.00	-0.09	-0.81	-0.30	0.53	14.53	
85277	-0.01	-0.07	0.99	-0.04	0.31	0.12	0.53	14.24	
85809	-0.02	-0.07	0.99	0.21	0.61	0.12	0.53	14.19	
86341	-0.02	-0.06	0.99	0.39	0.24	0.18	0.53	14.15	
86873	-0.05	-0.07	0.99	0.26	-0.20	0.06	0.53	14.05	
87404	-0.04	-0.07	1.00	0.39	0.36	-0.06	0.53	14.15	
87937	-0.01	-0.06	1.00	-0.28	-0.77	-0.06	0.53	14.34	
88468	-0.02	-0.07	1.00	0.39	0.12	0.12	0.53	14.15	
89001	-0.01	-0.06	0.99	0.33	-0.80	0.25	0.53	14.15	
89532	-0.03	-0.06	0.99	0.15	-0.16	-0.06	0.53	14.34	
90065	-0.02	-0.07	1.00	0.21	0.21	0.00	0.53	14.43	
90600	-0.02	-0.07	1.00	0.33	0.13	0.18	0.53	14.24	
91132	0.02	-0.10	1.13	-0.77	2.35	-0.79	0.54	14.43	
91664	0.15	-0.19	1.04	-1.25	-2.72	2.81	0.55	14.43	
92204	0.02	-0.03	0.93	-8.40	-8.42	-5.13	0.55	14.19	
92735	-0.01	-0.07	1.00	0.94	3.98	0.79	0.54	14.24	
93328	-0.02	-0.09	1.01	1.98	-4.25	0.00	0.54	14.34	
93860	-0.00	-0.07	1.00	-0.04	-0.65	-0.37	0.53	14.34	
94392	0.00	-0.06	0.97	0.21	-1.57	-0.12	0.53	14.34	
94924	0.03	-0.08	0.90	-0.40	1.86	0.55	0.53	14.39	
95455	-0.02	-0.08	1.00	-0.65	1.23	-0.12	0.53	14.24	
95992	-0.09	-0.05	1.07	-9.07	-5.11	-1.16	0.53	14.34	
96523	-0.01	-0.10	1.00	-0.34	-1.10	-0.73	0.53	14.15	
97056	-0.05	-0.07	1.05	1.06	1.58	-1.28	0.53	14.15	
97587	0.04	-0.06	1.03	-0.65	-5.12	-0.67	0.53	14.24	
98119	-0.00	-0.06	0.99	0.02	1.47	-0.12	0.53	14.24	
98651	0.01	-0.04	0.96	-4.80	-0.42	-1.16	0.53	14.19	
99183	0.00	-0.10	1.00	2.40	-1.27	0.31	0.53	14.24	
99715	-0.06	-0.17	1.04	-6.94	3.77	-1.46	0.53	14.00	
100247	-0.00	-0.06	1.03	-0.77	-0.36	-0.85	0.53	14.24	
100792	-0.01	-0.07	1.00	-1.69	-0.97	-1.46	0.54	14.19	
101380	0.02	-0.03	0.95	-5.84	-0.78	-2.81	0.54	14.24	
101911	-0.03	-0.12	1.01	-4.43	5.67	0.98	0.53	14.15	
102444	-0.01	-0.07	1.00	0.57	0.36	-0.06	0.53	14.15	
102976	0.01	-0.06	0.98	-0.53	0.98	0.18	0.53	14.19	
103508	-0.01	-0.07	1.00	-0.16	0.13	-0.18	0.53	14.24	
104040	-0.02	-0.07	1.00	0.45	-0.24	0.06	0.53	14.19	
104573	-0.02	-0.09	1.00	2.03	-0.07	0.49	0.53	14.05	
105104	-0.01	-0.06	1.01	-1.07	0.25	0.25	0.53	14.24	
105637	-0.01	-0.09	1.02	0.14	-0.00	0.06	0.53	14.15	
106174	-0.02	-0.07	1.00	0.09	0.03	-0.06	0.53	14.43	
106707	0.01	-0.11	0.99	1.61	1.01	-0.30	0.53	14.43	
107238	-0.01	-0.08	1.00	1.06	0.44	0.00	0.53	14.24	
107771	-0.00	-0.08	1.00	1.06	-0.18	0.06	0.53	14.19	
108302	-0.01	-0.08	1.01	0.52	-0.34	0.06	0.53	14.43	
108835	0.01	-0.03	0.99	-0.04	1.65	0.12	0.53	14.19	
109367	-0.02	-0.07	0.99	0.64	-0.10	-0.18	0.53	14.34	
109899	-0.00	-0.07	1.00	0.14	-0.07	0.00	0.53	14.05	
110431	-0.01	-0.07	0.99	0.27	-0.17	-0.30	0.53	14.24	
110962	-0.00	-0.07	1.00	0.21	0.98	0.06	0.53	14.19	
111494	-0.02	-0.08	1.00	0.39	0.00	0.00	0.53	14.19	
112025	-0.02	-0.08	1.00	0.51	0.63	0.12	0.53	14.34	
112558	-0.01	-0.07	1.00	0.15	-0.10	-0.06	0.53	14.34	
113089	-0.01	-0.08	1.00	0.27	0.31	0.06	0.53	14.24	
113622	-0.02	-0.10	1.01	0.08	-0.06	0.37	0.53	14.19	
114154	-0.01	-0.06	0.98	0.03	0.15	0.00	0.53	14.43	
114686	-0.01	-0.05	1.00	0.33	1.24	0.37	0.53	14.34	
115218	-0.01	-0.10	0.99	0.27	0.51	0.12	0.53	14.34	
115750	-0.02	-0.08	0.99	0.63	-0.19	0.18	0.53	14.15	
116287	-0.00	-0.08	0.99	0.57	-0.49	0.00	0.53	14.15	
116820	-0.01	-0.08	0.99	0.57	0.03	-0.06	0.53	13.86	
117351	-0.01	-0.08	1.00	0.45	0.35	0.06	0.53	14.05	
117884	-0.03	-0.07	1.01	0.33	0.06	0.18	0.53	14.15	
118415	-0.01	-0.08	0.99	0.45	0.55	0.12	0.53	14.15	
118958	-0.03	-0.08	1.00	0.39	0.02	-0.06	0.53	14.39	
119489	-0.01	-0.08	0.99	0.02	-0.06	0.06	0.53	14.19	
120022	0.00	-0.07	0.97	0.33	0.97	0.31	0.53	14.15	
120554	-0.01	-0.07	1.00	0.03	-1.19	0.00	0.53	14.43	
121086	-0.00	-0.10	1.02	0.27	-0.42	-0.18	0.53	14.24	
121623	-0.02	-0.08	1.00	0.39	-0.65	-0.30	0.53	14.39	
122156	0.00	-0.08	0.99	0.76	-0.41	-0.49	0.53	14.34	
122687	-0.01	-0.07	0.97	0.02	-0.44	-0.12	0.53	14.05	
123228	-0.02	-0.08	0.98	0.57	0.56	0.18	0.53	14.24	
123759	-0.01	-0.07	1.00	0.02	0.19	-0.06	0.53	14.19	
124347	-0.01	-0.07	1.00	-0.59	0.05	-0.55	0.53	14.05	
124879	-0.01	-0.07	1.00	-0.10	-0.76	-0.18	0.53	13.91	
125411	-0.01	-0.07	0.97	0.27	-1.02	0.06	0.53	14.34	
125944	-0.02	-0.10	1.05	1.67	-2.80	0.67	0.53	14.19	
126486	-0.00	-0.08	1.00	0.15	0.49	-0.12	0.53	14.19	
127025	-0.01	-0.08	0.99	0.57	0.11	0.00	0.53	14.05	
127556	-0.01	-0.08	1.00	0.45	0.26	0.00	0.53	14.34	
128089	-0.01	-0.08	1.00	0.46	0.40	-0.06	0.53	14.43	
128620	-0.01	-0.07	0.99	0.21	0.26	-0.06	0.53	14.34	
129153	-0.02	-0.08	1.00	0.69	-0.12	0.00	0.53	14.19	
129684	-0.01	-0.07	0.99	0.58	0.14	0.12	0.53	14.34	
130217	-0.02	-0.07	0.99	0.39	0.43	0.25	0.53	14.19	
130748	-0.00	-0.08	1.00	0.09	0.52	-0.06	0.53	14.43	
131281	-0.02	-0.07	1.00	0.51	0.13	0.12	0.53	14.24	
131817	-0.00	-0.07	1.00	0.21	0.45	-0.18	0.53	14.39	
132350	-0.01	-0.07	1.00	0.39	-0.23	0.06	0.53	14.34	
132881	0.00	-0.08	1.00	0.76	0.45	0.00	0.53	14.34	
133414	-0.01	-0.08	0.99	0.45	0.13	-0.06	0.53	14.24	
133945	-0.01	-0.07	1.01	0.32	0.35	-0.24	0.53	14.00	
134478	-0.01	-0.07	1.00	-0.16	-0.68	0.12	0.53	14.05	
135009	-0.01	-0.08	0.99	0.33	0.07	-0.18	0.53	14.24	
135542	-0.01	-0.08	1.00	0.45	0.39	0.18	0.53	14.34	
136073	-0.01	-0.07	1.00	0.33	0.37	0.06	0.53	14.24	
136605	0.00	-0.07	1.00	0.45	0.31	0.31	0.53	14.24	
137150	-0.01	-0.08	1.00	0.51	0.18	0.12	0.53	14.15	
137682	-0.01	-0.07	1.00	0.45	0.06	-0.18	0.53	14.15	
138214	-0.01	-0.08	1.00	0.70	0.20	0.12	0.53	14.34	
138746	-0.01	-0.07	1.00	0.52	0.33	0.12	0.53	14.43	
139278	-0.01	-0.08	1.01	0.21	0.19	-0.12	0.53	14.24	
139810	-0.01	-0.08	1.00	0.45	0.31	0.31	0.53	14.24	
140342	-0.02	-0.08	1.00	0.39	0.40	0.00	0.53	14.43	
140874	-0.01	-0.08	1.00	0.33	0.57	0.06	0.53	14.34	
141406	-0.01	-0.08	0.99	0.27	0.57	0.06	0.53	14.34	
141938	-0.01	-0.07	1.00	0.57	0.36	0.06	0.53	14.15	
142475	-0.01	-0.07	1.00	0.27	0.49	0.12	0.53	14.19	
143008	-0.01	-0.08	1.00	0.33	0.51	0.06	0.53	14.34	
143540	-0.02	-0.07	0.97	-0.16	0.44	0.00	0.53	14.24	
144072	-0.01	-0.08	1.00	0.33	0.26	-0.06	0.53	14.34	
144605	-0.02	-0.07	1.00	0.27	0.00	0.06	0.53	14.19	
145137	-0.01	-0.07	1.00	0.33	0.26	0.31	0.53	14.34	
145669	-0.02	-0.08	1.00	0.33	0.06	0.12	0.53	14.15	
146201	-0.01	-0.08	1.00	0.51	0.25	-0.06	0.53	14.19	
146734	-0.02	-0.08	1.00	0.52	0.45	0.25	0.53	14.39	
147266	-0.01	-0.07	0.99	0.33	0.13	0.06	0.53	14.24	
147804	-0.02	-0.08	1.00	0.33	0.06	0.12	0.53	14.15	
148336	-0.00	-0.07	1.01	0.15	0.01	0.18	0.53	14.24	
148869	-0.03	-0.08	0.99	0.57	0.60	0.06	0.53	14.05	
149400	-0.02	-0.08	0.99	0.15	0.15	0.18	0.53	14.39	
149933	-0.01	-0.08	0.99	0.15	-0.21	-0.12	0.53	14.43	
150465	-0.02	-0.07	0.99	0.51	0.57	0.12	0.53	14.34	
150998	-0.02	-0.08	0.99	0.33	0.53	0.31	0.53	14.53	
151530	0.00	-0.07	0.98	0.51	0.24	-0.06	0.53	14.15	
152062	-0.02	-0.08	1.00	0.14	-0.12	0.18	0.53	14.15	
152599	-0.00	-0.07	0.97	-0.10	1.53	0.61	0.53	14.19	
153132	-0.02	-0.08	1.00	0.39	0.39	0.06	0.53	14.34	
153664	-0.01	-0.08	1.00	0.15	0.02	0.00	0.53	14.39	
154269	-0.01	-0.07	0.98	0.39	0.33	0.25	0.53	14.43	
154802	-0.01	-0.08	1.00	0.52	0.22	0.06	0.53	14.53	
155334	-0.01	-0.07	0.99	0.39	0.07	0.12	0.53	14.24	
155866	-0.01	-0.07	0.98	0.51	0.01	0.00	0.53	14.24	
156398	-0.02	-0.07	0.99	0.38	-0.16	0.12	0.53	13.86	
156931	-0.02	-0.08	1.00	0.51	-0.11	0.18	0.53	14.24	
157463	-0.02	-0.07	1.00	0.21	0.02	0.12	0.53	14.39	
158000	-0.02	-0.07	0.99	0.52	0.27	-0.12	0.53	14.39	
158532	-0.01	-0.07	0.99	0.27	0.19	-0.06	0.53	14.19	
159065	-0.01	-0.07	1.00	0.45	0.15	-0.06	0.53	14.39	
159597	-0.02	-0.07	1.00	0.51	0.47	0.18	0.53	14.00	
160129	-0.02	-0.07	1.00	0.40	0.28	0.12	0.53	14.53	
160661	-0.02	-0.07	1.00	0.33	0.37	0.00	0.53	14.19	
161194	-0.02	-0.06	0.99	0.46	0.27	0.31	0.53	14.43	
161726	-0.02	-0.06	0.99	0.21	0.63	0.18	0.53	14.34	
162258	-0.02	-0.07	1.00	0.33	0.37	0.12	0.53	14.24	
162790	-0.02	-0.07	1.00	0.58	-0.10	-0.06	0.53	14.34	
163328	-0.03	-0.06	0.99	0.21	0.33	0.00	0.53	14.39	
163860	-0.02	-0.07	1.00	0.46	0.47	0.12	0.53	14.53	
164393	-0.02	-0.06	0.99	0.64	0.02	0.12	0.53	14.34	
164925	-0.03	-0.06	1.00	0.27	0.32	0.25	0.53	14.34	
165457	-0.02	-0.06	0.99	0.39	0.49	-0.24	0.53	14.15	
165989	-0.03	-0.07	1.00	0.33	0.06	0.06	0.53	14.15	
166522	-0.03	-0.06	0.99	0.45	0.25	0.00	0.53	14.24	
167054	-0.03	-0.07	0.99	0.51	0.29	0.00	0.53	14.05	
167587	-0.02	-0.07	0.99	0.45	0.06	-0.24	0.53	14.19	
168119	-0.03	-0.06	0.99	0.33	0.43	0.00	0.53	14.19	
168657	-0.03	-0.06	1.00	0.45	0.02	0.00	0.53	14.34	
169188	-0.03	-0.07	1.00	0.27	0.44	0.12	0.53	14.24	
169721	-0.02	-0.06	1.00	0.27	0.18	0.06	0.53	14.15	
170253	-0.02	-0.06	1.00	0.33	0.07	0.00	0.53	14.24	
170785	-0.02	-0.06	1.00	0.63	0.07	-0.12	0.53	14.24	
171317	-0.02	-0.06	1.00	0.51	0.29	0.00	0.53	14.05	
171850	-0.02	-0.07	1.00	0.52	0.39	0.49	0.53	14.39	
172382	-0.03	-0.06	0.99	0.02	0.06	-0.24	0.53	14.15	
172913	-0.03	-0.06	0.99	-0.34	0.19	0.12	0.53	14.24	
173446	-0.03	-0.06	1.00	0.39	0.32	-0.06	0.53	14.34	
173984	-0.03	-0.06	1.00	0.39	-0.10	-0.18	0.53	14.34	
174516	-0.02	-0.05	0.97	0.57	2.18	0.18	0.53	14.05	
175048	-0.02	-0.07	1.01	0.76	0.14	0.18	0.53	14.34	
175580	-0.03	-0.06	0.99	0.21	0.02	0.06	0.53	14.34	
176112	-0.03	-0.07	0.99	0.21	-0.19	-0.06	0.53	14.15	
176645	-0.04	-0.06	1.01	0.33	0.67	0.12	0.53	14.15	
177176	-0.03	-0.07	1.00	0.21	0.31	0.00	0.53	14.24	
177709	-0.04	-0.07	1.00	1.06	0.47	0.12	0.53	14.00	
178241	-0.04	-0.06	1.00	0.51	-0.06	-0.06	0.53	14.19	
178779	-0.03	-0.06	1.00	0.63	0.19	0.18	0.53	14.24	
179310	-0.03	-0.06	1.00	0.27	0.31	-0.06	0.53	14.19	
179843	-0.04	-0.06	0.99	0.57	0.24	0.18	0.53	14.15	
180375	-0.03	-0.07	1.00	0.64	0.21	-0.06	0.53	14.43	
180908	-0.03	-0.06	1.00	0.45	0.25	0.06	0.53	14.24	
181439	-0.04	-0.06	1.00	0.15	0.31	0.12	0.53	14.24	
181972	-0.03	-0.06	0.99	0.69	0.15	0.00	0.53	13.91	
182504	-0.03	-0.06	0.99	0.51	0.20	0.37	0.53	14.34	
183103	-0.03	-0.06	1.00	0.20	0.41	0.37	0.53	14.00	
183636	-0.03	-0.06	1.00	0.27	0.19	0.18	0.53	14.19	
184173	-0.04	-0.07	1.00	0.33	0.15	-0.18	0.53	14.43	
184713	-0.04	-0.06	0.99	0.45	0.15	-0.06	0.53	14.39	
185245	-0.03	-0.06	1.00	0.21	0.08	0.25	0.53	14.34	
185778	-0.03	-0.06	1.00	0.33	0.19	-0.12	0.53	14.19	
186310	-0.03	-0.06	0.99	0.51	0.01	0.12	0.53	14.24	
186843	-0.03	-0.06	1.00	0.45	0.13	-0.12	0.53	14.19	
187374	-0.03	-0.07	0.99	0.33	0.11	0.00	0.53	14.05	
187907	-0.03	-0.06	0.99	0.51	-0.03	-0.06	0.53	13.86	
188439	-0.03	-0.06	0.99	0.14	-0.46	-0.18	0.53	13.91	
188972	-0.02	-0.07	0.99	0.45	0.37	0.06	0.53	14.19	
189521	-0.01	-0.07	0.99	0.33	0.31	0.12	0.53	14.24	
190053	-0.02	-0.07	1.00	0.33	0.55	-0.06	0.53	14.19	
190585	-0.02	-0.07	0.99	0.39	0.36	0.37	0.53	14.15	
191174	-0.02	-0.07	0.99	0.32	0.29	0.06	0.53	14.00	
191706	-0.02	-0.07	0.99	0.33	0.25	0.18	0.53	14.19	
192238	-0.02	-0.07	1.00	0.21	0.27	0.06	0.53	14.43	
192771	-0.02	-0.07	0.99	0.15	0.31	-0.06	0.53	14.19	
193302	-0.03	-0.07	0.99	0.26	0.17	-0.12	0.53	14.05	
193835	-0.03	-0.07	1.00	0.21	0.01	0.00	0.53	14.24	
194366	-0.04	-0.07	1.05	2.83	0.80	1.22	0.53	14.24	
194905	-0.03	-0.07	0.99	0.39	0.51	-0.06	0.53	14.39	
195436	-0.03	-0.07	0.99	0.08	-0.07	0.06	0.53	14.05	
195969	-0.02	-0.07	1.00	0.33	0.25	-0.18	0.53	14.19	
196501	-0.03	-0.07	0.99	0.39	0.30	0.18	0.53	14.15	
197033	-0.02	-0.07	1.00	0.26	-0.01	0.00	0.53	14.05	
197565	-0.02	-0.07	1.00	0.15	0.00	0.12	0.53	14.19	
198098	-0.02	-0.07	0.99	0.27	0.49	0.06	0.53	14.19	
198629	-0.02	-0.07	1.00	0.64	0.32	-0.12	0.53	14.34	
199162	-0.03	-0.07	0.99	0.39	0.19	-0.06	0.53	14.24	
199699	-0.02	-0.06	0.99	0.51	0.19	0.00	0.53	14.24	
